end_user,0.36294818199168777,4.25
firing_line,0.1106601750712799,1.703704
game_plan,0.3351373918165692,3.827586
application_form,0.5113638914622429,4.8
snail_mail,0.23480272466092822,1.310345
web_site,0.7054072296258302,3.785714
flea_market,0.22844279245744348,1.517241
grandfather_clock,0.3317785232748467,2.642857
diamond_wedding,0.32245382076920315,1.703704
guilt_trip,0.21185872032778452,2.185185
silver_spoon,0.2915762908616084,1.518519
rush_hour,0.37763656883645225,3.333333
china_clay,0.26880682480167883,3.851852
cocktail_dress,0.37905865298937824,3.038462
mailing_list,0.5532742288119827,4.666667
spelling_bee,0.13676245030070722,2.448276
public_service,0.5443908770257767,4.4
head_teacher,0.4313835820464432,4.0
video_game,0.4820214381762402,4.6
spinning_jenny,0.15774687773674856,2.275862
think_tank,0.09539824241476058,2.038462
cash_cow,0.14644611920495165,1.555556
swan_song,0.2129541085427631,0.827586
monkey_business,0.15510636820196688,0.724138
snake_oil,0.08946655482656518,0.75
smoking_gun,0.10377595553729835,0.714286
balance_sheet,0.2735326281008553,3.862069
zebra_crossing,0.26919298180359985,1.25
cutting_edge,0.13997066162680105,1.25
radio_station,0.5811755656296305,4.466667
search_engine,0.43169085472985813,3.32
shrinking_violet,0.10513800200528078,1.068966
face_value,0.2088174283519857,3.037037
human_being,0.44665366925896277,4.586207
sacred_cow,0.20021641342170793,1.518519
number_crunching,0.08226333244763118,2.259259
silver_screen,0.213195344179262,2.37931
melting_pot,0.18610598770920128,0.538462
kangaroo_court,0.18909024091705096,1.366667
ground_floor,0.4544237500445605,4.666667
rat_run,0.09249866577310895,0.793103
law_firm,0.46449373314827735,4.4
polo_shirt,0.40646769843350516,3.366667
ivory_tower,0.0257357644652626,0.464286
lip_service,0.002382191566576153,1.62069
health_insurance,0.5431166235310091,4.4
couch_potato,0.18697934258668192,1.413793
chain_reaction,0.2711415264994015,2.931034
silver_bullet,0.16602481980740247,0.666667
graduate_student,0.5084592006369603,4.9
cloud_nine,0.08129575801733235,0.333333
front_runner,0.12220348726025465,2.655172
agony_aunt,0.19631677630649103,0.758621
rock_bottom,0.13016497515226855,2.142857
acid_test,0.12295185613911253,1.222222
climate_change,0.5202233324149342,4.965517
lotus_position,0.15614112139439018,2.482759
sitting_duck,0.10177218182392678,0.96
car_park,0.57516558934285,4.2
gold_mine,0.2359446448354845,0.814815
gravy_train,0.13993673981415955,0.310345
case_study,0.3954210751964171,3.7
night_owl,0.24568524890673704,1.925926
pecking_order,0.0950622046504398,1.689655
eye_candy,0.1839606864583876,1.482759
nest_egg,0.1357232447964276,0.777778
role_model,0.2673219435971186,4.111111
fashion_plate,0.18853258551792984,3.896552
rat_race,0.10205334891522122,0.857143
crash_course,0.18827530211134869,2.142857
rocket_science,0.04119925802264235,1.428571
memory_lane,0.15558116164400304,2.166667
smoking_jacket,0.2520496817125313,2.32
interest_rate,0.5371417859819277,4.571429
engine_room,0.37947104130928744,4.931034
blame_game,0.17970278052957933,2.72
brass_ring,0.18548820084404072,3.724138
panda_car,0.246925583362126,1.807692
research_project,0.7488731256779263,4.821429
call_centre,0.3176743479764432,4.655172
graveyard_shift,0.16939129781354745,1.518519
credit_card,0.632638012825818,4.666667
cheat_sheet,0.26298827476024467,2.892857
parking_lot,0.2691086616627385,4.7
fine_line,0.16912713577757643,2.689655
brick_wall,0.5593414535955225,3.793103
speed_limit,0.4923045859784848,4.827586
swimming_pool,0.6586923922504814,4.866667
bank_account,0.5334414474866321,4.733333
0.7867883988880044,6.317896898964605e-20
